Topic,Count,Name,Representation,Representative_Docs
1063,18,1063_ww3_suggests_facing_readiness,"['ww3', 'suggests', 'facing', 'readiness', 'boosts', 'generational', 'ukiah', 'quantico', 'dutues', 'trumped']","['  Facing Serious Threat : PM Starmer Says united kingdom Moving To War - Fighting Readiness', '  Facing Serious Threat : PM Starmer Says united kingdom Moving To War - Fighting Readiness', 'Quantico trainee US Marines arent ready for Trumped up domestic dutues']"
1064,18,1064_highlight_vance_crackdown_mexico,"['highlight', 'vance', 'crackdown', 'mexico', 'visit', 'immigration', 'will', 'border', 'the', 'us']","['Vance will visit the US - Mexico border to highlight immigration crackdown', 'Vance will visit the US - Mexico border to highlight immigration crackdown', 'Vance will visit the US - Mexico border to highlight immigration crackdown']"
1065,18,1065_unanimous_proposed_allies_macron,"['unanimous', 'proposed', 'allies', 'macron', 'deployment', 'european', 'force', 'armed', 'not', 'decided']","['Ukraine European allies not unanimous on armed force deployment – Macron', 'Ukraine European allies not unanimous on armed force deployment – Macron', 'Ukraine European allies not unanimous on armed force deployment – Macron']"
1066,18,1066_blesss_kharkiv_nouvelles_frappes,"['blesss', 'kharkiv', 'nouvelles', 'frappes', 'deux', 'morts', 'russes', 'signer', 'britannique', '60blesss']","['Ukraine : deux morts et 60 blessés dans de nouvelles frappes russes sur Kharkiv', 'Guerre en Ukraine : deux morts et 60 blessés dans de nouvelles frappes russes sur Kharkiv', 'Guerre en Ukraine : deux morts et 60 blessés dans de nouvelles frappes russes sur Kharkiv']"
1067,18,1067_travels_momentum_emir_weekend,"['travels', 'momentum', 'emir', 'weekend', 'omniyat', 'victorious', 'lands', 'season', 'grows', 'cycling']","['Zelenskyy travels to UAE as momentum grows for talks to end Russia war in Ukraine', 'Zelenskyy travels to UAE as momentum grows for Ukraine war peace talks', 'Zelenskyy travels to UAE as momentum grows for Ukraine war peace talks']"
1068,18,1068_cek_negaranya_mengarak_tawanan,"['cek', 'negaranya', 'mengarak', 'tawanan', 'pendukung', 'respons', 'pasukan', 'jadi', 'warga', 'ini']","['Ukraina Mengarak 2 Tawanan Perang China Pendukung Rusia , Ini Respons Beijing', 'Ukraina Mengarak 2 Tawanan Perang China Pendukung Rusia , Ini Respons Beijing', 'Ukraina Mengarak 2 Tawanan Perang China Pendukung Rusia , Ini Respons Beijing']"
1069,18,1069_reso_mdt_philippines_chinas,"['reso', 'mdt', 'philippines', 'chinas', 'proof', 'aggression', 'senate', 'trilateral', 'theus', 'counter']","['US Senate reso reaffirms MDT with the Philippines , condemns Chinaâ€™s aggression', 'US Senate reso reaffirms MDT with the Philippines , condemns Chinaâ€™s aggression', 'US Senate reso reaffirms MDT with the Philippines , condemns Chinaâ€™s aggression']"
1070,18,1070_cambodian_dispute_thai_hostilities,"['cambodian', 'dispute', 'thai', 'hostilities', 'malaysia', 'deadly', 'leaders', 'meet', 'underway', 'end']","['Thai and Cambodian leaders to meet in Malaysia for talks to end deadly border dispute', 'Thai and Cambodian leaders to meet in Malaysia for talks to end deadly border dispute', 'Thai and Cambodian leaders to meet in Malaysia for talks to end deadly border dispute']"
1071,18,1071_oenegs_drama_levante_exigen,"['oenegs', 'drama', 'levante', 'exigen', 'ellos', 'restricciones', 'humanitario', 'ante', 'pases', 'espaa']","['GAZA | Más de 20 países , entre ellos España , exigen a Israel que levante las restricciones a las oenegés ante el drama humanitario en Gaza', 'GAZA | Más de 20 países , entre ellos España , exigen a Israel que levante las restricciones a las oenegés ante el drama humanitario en Gaza', 'GAZA | Más de 20 países , entre ellos España , exigen a Israel que levante las restricciones a las oenegés ante el drama humanitario en Gaza']"
1072,18,1072_deliveries_source_looms_announcement,"['deliveries', 'source', 'looms', 'announcement', 'resume', 'coming', 'famine', 'sources', 'possible', 'localnews8']","['Israel , US in talks to resume aid deliveries to Gaza as famine looms , source says', 'Israel , US in talks to resume aid deliveries to Gaza as famine looms , source says', 'Israel , US in talks to resume aid deliveries to Gaza as famine looms , source says']"
1073,18,1073_heads_while_seeking_crossing,"['heads', 'while', 'seeking', 'crossing', 'envoy', 'dozens', 'special', 'killed', 'families', '18']","['Dozens killed while seeking aid at Gaza crossing as US envoy heads to Israel for talks', 'Dozens killed while seeking aid at Gaza crossing as US envoy heads to Israel for talks', 'Dozens killed while seeking aid at Gaza crossing as US envoy heads to Israel for talks']"
1074,18,1074_dclenche_dpt_ptrolier_incendie,"['dclenche', 'dpt', 'ptrolier', 'incendie', 'ukrainiens', 'russe', 'attaque', 'dans', 'drones', 'aroport']","['Guerre en Ukraine . Une attaque de drones ukrainiens déclenche un incendie dans un dépôt pétrolier russe', 'Guerre en Ukraine . Une attaque de drones ukrainiens déclenche un incendie dans un dépôt pétrolier russe', 'Guerre en Ukraine . Une attaque de drones ukrainiens déclenche un incendie dans un dépôt pétrolier russe']"
1075,18,1075_bangladesh_suspends_switzerland_90,"['bangladesh', 'suspends', 'switzerland', '90', 'refusal', 'aids', 'eritrea', 'swiss', 'dilemma', 'activities']","['USAID suspends all assistance in Bangladesh after freeze on foreign aid as Trump orders review', 'US Suspends Funding To Bangladesh After Trump Orders 90 - Day Freeze On All Foreign Aid', 'US Suspends Funding To Bangladesh After Trump Orders 90 - Day Freeze On All Foreign Aid']"
1076,18,1076_apec_concert_pop_stakes,"['apec', 'concert', 'pop', 'stakes', 'fuels', 'leads', 'cautious', 'tank', 'innovation', 'faces']","['South Korea president faces high - stakes diplomacy at APEC summit', 'South Korea president faces high - stakes diplomacy at APEC summit', 'South Korea president faces high - stakes diplomacy at APEC summit']"
1077,18,1077_marks_anniversary_held_october,"['marks', 'anniversary', 'held', 'october', 'sarasota', 'interfaith', 'concordia', 'anniversarythe', 'oct', 'event']","['Israel marks October 7 anniversary as talks held to end Gaza war', 'Israel marks October 7 anniversary as talks held to end Gaza war', 'Israel Marks October 7 Anniversary As Talks Held To End Gaza War']"
1078,18,1078_risked_mediation_renews_broader,"['risked', 'mediation', 'renews', 'broader', 'offer', 'clash', 'focus', 'kashmir', 'infonews', 'after']","['Trump mediation offer renews focus on Kashmir after India - Pakistan clash risked broader war', 'Trump mediation offer renews focus on Kashmir after India - Pakistan clash risked broader war', 'Trump mediation offer renews focus on Kashmir after India - Pakistan clash risked broader war']"
1079,18,1079_tenuous_ease_quick_help,"['tenuous', 'ease', 'quick', 'help', 'offers', 'isnt', 'settle', 'escalating', 'secure', 'leading']","['Tenuous India - Pakistan truce holds amid Trump offer for more help', 'Trump offers help to ease India - Pakistan tensions , urges peace', 'Trump offers help to ease India - Pakistan tensions , urges peace']"
1080,18,1080_presses_help_meet_zelenskyy,"['presses', 'help', 'meet', 'zelenskyy', 'at', 'un', 'as', 'for', 'trump', 'us']","['Trump , Zelenskyy meet at UN as Ukraine presses for US help', 'Trump , Zelenskyy meet at UN as Ukraine presses for US help', 'Trump , Zelenskyy meet at UN as Ukraine presses for US help']"
1081,18,1081_ceasfire_team_monitor_ministry,"['ceasfire', 'team', 'monitor', 'ministry', 'kokang', 'formal', 'armed', 'reached', 'myanmar', 'group']","['China sends team to Myanmar to monitor ceasefire , foreign ministry says', 'China sends team to Myanmar to monitor ceasefire , foreign ministry says', 'China sends team to Myanmar to monitor ceasefire , foreign ministry says']"
1082,18,1082_recruiting_slaps_colombian_network,"['recruiting', 'slaps', 'colombian', 'network', 'fighters', 'citizens', 'sanctions', '10', 'donald', 'fighting']","['US slaps sanctions on Colombian network fighting in Sudan', 'US slaps sanctions on Colombian network fighting in Sudan', 'US slaps sanctions on Colombian network fighting in Sudan']"
1083,18,1083_readying_reaction_deploy_pentagon,"['readying', 'reaction', 'deploy', 'pentagon', 'widens', 'duty', 'active', 'warships', 'southern', 'spy']","['Pentagon readying thousands of Guard  reaction force as U . S . mission widens', 'Pentagon readying thousands of Guard  reaction force as US mission widens', 'Pentagon readying thousands of Guard  reaction force as US mission widens']"
1084,18,1084_accept_mexican_agreed_refuses,"['accept', 'mexican', 'agreed', 'refuses', 'non', 'mexico', 'clinic', 'rehab', 'seekers', 'whiplash']","['Mexico has not agreed to accept non - Mexican US asylum seekers , says president', 'Mexico has not agreed to accept non - Mexican US asylum seekers , says president', 'Mexico has not agreed to accept non - Mexican US asylum seekers , says president']"
1085,18,1085_measures_extends_protecting_temporary,"['measures', 'extends', 'protecting', 'temporary', 'guatemalan', 'judge', 'children', 'deportation', 'ktbb', 'from']","['Judge extends temporary measures protecting Guatemalan children from deportation', 'Judge extends temporary measures protecting Guatemalan children from deportation', 'Judge extends temporary measures protecting Guatemalan children from deportation']"
1086,18,1086_bhutan_nepal_connectivity_freight,"['bhutan', 'nepal', 'connectivity', 'freight', 'looming', 'mongolia', 'presence', 'ink', 'transit', 'ten']","['India , Bhutan hold talks on trade , connectivity and people - to - people ties', 'India And Nepal Expand Rail Freight Connectivity Under Revised Treaty Of Transit Framework', 'India And Nepal Expand Rail Freight Connectivity Under Revised Treaty Of Transit Framework']"
1087,18,1087_aggressionen_schlssen_falschen_putins,"['aggressionen', 'schlssen', 'falschen', 'putins', 'warnt', 'gegen', 'experte', 'europa', 'vor', 'aus']","['Putins Aggressionen gegen Europa : Experte warnt vor falschen Schlüssen aus Ukraine - Krieg', 'Putins Aggressionen gegen Europa : Experte warnt vor falschen Schlüssen aus Ukraine - Krieg', 'Putins Aggressionen gegen Europa : Experte warnt vor falschen Schlüssen aus Ukraine - Krieg']"
1088,18,1088_griechenland_gefngnis_verschrft_abgelehnten,"['griechenland', 'gefngnis', 'verschrft', 'abgelehnten', 'bewerbern', 'abgelehnte', 'droht', 'asylpolitik', 'fufesseln', 'essen']","['Griechenland verschärft Asylpolitik : Abgelehnten Bewerbern droht Gefängnis', 'Griechenland verschärft Asylpolitik : Abgelehnten Bewerbern droht Gefängnis', 'Griechenland verschärft Asylpolitik : Abgelehnten Bewerbern droht Gefängnis']"
1089,18,1089_kriegsbeginn_grter_seit_drohnenangriff,"['kriegsbeginn', 'grter', 'seit', 'drohnenangriff', 'medien', 'auf', 'kiew', 'geplant', 'kriegs', 'ende']","['Medien : Grter Drohnenangriff auf Ukraine seit Kriegsbeginn', 'Medien : Grter Drohnenangriff auf Ukraine seit Kriegsbeginn', 'Medien : Grter Drohnenangriff auf Ukraine seit Kriegsbeginn']"
1090,18,1090_syrie_campagne_gnocidaire_pouvoir,"['syrie', 'campagne', 'gnocidaire', 'pouvoir', 'druzes', 'influent', 'violences', 'sen', 'prend', 'chef']","['Syrie : un influent chef druze sen prend au pouvoir , dénonce des  massacres  ', 'Syrie : un influent chef druze sen prend au pouvoir et dénonce des « massacres » ', 'En Syrie , un influent chef druze sen prend au pouvoir et dnonce une  campagne génocidaire  contre sa communaut']"
1091,18,1091_drug_boat_obliteration_liable,"['drug', 'boat', 'obliteration', 'liable', 'smuggling', 'clear', 'memo', 'violation', 'caribbean', 'board']","['US says two dead in strike on alleged drug - smuggling boat in Pacific', 'US obliteration of Caribbean boat was a clear violation of international  right to life  laws – no matter who was on board - 08 - Sep - 2025', 'US obliteration of Caribbean boat was a clear violation of international  right to life  laws – no matter who was on board']"
1092,18,1092_wadephul_frieden_verhandlungen_guerres,"['wadephul', 'frieden', 'verhandlungen', 'guerres', 'neue', 'hofft', 'combien', 'durent', 'dbloquer', 'moyenne']","['Ukraine - Krieg : Wadephul hofft nach Gaza - Frieden auf neue Verhandlungen', 'Ukraine - Krieg : Wadephul hofft nach Gaza - Frieden auf neue Verhandlungen', 'Ukraine - Krieg : Wadephul hofft nach Gaza - Frieden auf neue Verhandlungen']"
1093,18,1093_tats_souhaitent_ternelle_rappeler,"['tats', 'souhaitent', 'ternelle', 'rappeler', 'lamiti', 'vient', 'unis', 'quitable', 'mexique', 'liens']","['Le Canada et le Mexique renforcent leurs liens et souhaitent un accord « plus équitable » avec les États - Unis', 'Le Canada et le Mexique renforcent leurs liens et souhaitent un accord « plus équitable » avec les États - Unis', 'Le Canada et le Mexique renforcent leurs liens et souhaitent un accord « plus équitable » avec les États - Unis']"
1094,18,1094_partially_bombing_accepts_orders,"['partially', 'bombing', 'accepts', 'orders', 'stop', 'tools', 'dismantle', 'advisor', 'implement', 'plan']","['Trump orders Israel to stop bombing Gaza as Hamas partially accepts peace plan', 'Trump orders Israel to stop bombing Gaza as Hamas partially accepts peace plan', 'Trump orders Israel to stop bombing Gaza as Hamas partially accepts peace plan']"
1095,18,1095_mhoni_vidente_predice_armado,"['mhoni', 'vidente', 'predice', 'armado', 'difciles', 'tiempos', 'pleno', 'delegacin', 'conflicto', 'latina']","['Conflicto armado en Colombia : Mhoni Vidente predice tiempos difíciles para America Latina', 'Conflicto armado en Colombia : Mhoni Vidente predice tiempos difíciles para America Latina', 'Conflicto armado en Colombia : Mhoni Vidente predice tiempos difíciles para America Latina']"
1096,18,1096_4m_donate_additional_scrutinized,"['4m', 'donate', 'additional', 'scrutinized', 'allows', 'document', 'pledges', 'allegedly', '5m', 'fund']","['UK to donate additional $11 . 4m for Gaza if Israel allows  flood  of aid to enter', 'UK to donate additional $11 . 4m for Gaza if Israel allows  flood  of aid to enter', 'UK to donate additional $11 . 4m for Gaza if Israel allows  flood  of aid to enter']"
